Name,Comment,Time,Likes,Reply Count
Mafia Gaming,I like normal one,2022-08-27T16:37:01Z,1,0
Nitin,How many are here after watching Gaurav  Chaudhary and Sandeep Maheshwari meet<br>👇,2022-08-27T13:49:20Z,0,0
Sadre Alam Vlogs,Awesome,2022-08-27T13:28:28Z,0,0
kim jong korea wale,Price is 64lakhs inr,2022-08-27T11:11:30Z,0,0
Aniket,Drop test 😂,2022-08-27T07:58:07Z,0,0
Pritam Gupta,How many are here after Sandeep Maheshwari sir video 🤣🤣🤣,2022-08-27T06:13:04Z,1,0
kunal saraf,This phone costs 80000 fckin dollars,2022-08-27T05:10:52Z,0,0
Sohaib Ahmad,80k $ price h iski...😀😀😀😀,2022-08-27T03:26:14Z,0,0
Pradhyumna Deshmukh,Price 80000$ means 65lakh iPhone🤣😴🔥,2022-08-26T12:32:01Z,0,0
Vinod Pandey,I was shocked when I come to know that it&#39;s real price is 64 Lac!!!!!WTF dude....i don&#39;t know it&#39;s really very very very expensive and exclusive too,2022-08-26T11:13:08Z,2,2
Mr. Dj,"For anyone wondering,  it&#39;s $80,000 phone",2022-08-26T11:09:52Z,2,1
Review Stand99,Come after Sandeep sir&#39;s video,2022-08-26T09:17:17Z,3,0
Green Shaheen,still very very ugly design,2022-08-26T07:38:45Z,1,0
Niranjan K Videos,<b>Kon Kon Sandeep Maheshwari ki Video DekhKar Aaya Hai</b> ??<br>👇,2022-08-13T15:49:33Z,1,0
RANDHIR PRASAD,"For Those Who Don&#39;t Know, The Price of This Phone is $16,680 And That is Around 13 Lakh Indian rupees",2022-08-10T13:43:36Z,0,1
GAMER_PREM,Fake phone,2022-08-09T12:15:36Z,0,0
suraj,bahut acha hai aap ki phone,2022-08-06T06:22:10Z,1,1
Bishal Badyakar,Sir ekbar apne bola tha ki mere liye kuch gift he.. par apne or kuch reply nehi kiya,2022-08-01T03:20:42Z,0,0
Bishal Badyakar,I am your big fan sir.... plz sir give a phone...I am a student... but I have no money to buy a mobile...I am using oppo a31 from 3years .... plz sir give a new phone for study 😭😭😭... plz sir I am requesting you 😭😭,2022-08-01T03:19:46Z,0,0
Rupshan gaming,Tumhe ye back cover kaha se mila,2022-07-30T06:35:25Z,1,0
Manful Luvar lalasar,😀😀😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2022-07-28T09:33:40Z,0,0
aryan nagar,"the line &quot; mai samay hu&quot; remind me about delhi akshardhaam temple theatre show, this voice is from there.",2022-07-28T03:08:10Z,0,0
Biswabrata Bhunia,Rate key ha,2022-07-27T04:01:29Z,0,0
Muhammad Azan,Respact 1gb 2gb 3gb ram phone user 😩,2022-07-25T10:42:08Z,2,1
Rajat Universe,Love u,2022-07-25T02:38:21Z,0,0
CH. MEHAR MUDASSAR,Khota cutting 🤣🤣🤣💪,2022-07-24T09:09:26Z,0,1
Rakesh Kumar,How much did this phone cost,2022-07-23T13:21:24Z,1,1
Aman malik,Drop test,2022-07-23T05:34:52Z,0,0
mr.ssg___,Nice 🔥👌,2022-07-22T07:44:31Z,0,0
Lulu Kar,🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑,2022-07-13T15:43:31Z,0,0
SATYAM_GAMER_YT,I think techinical guruji is more rich than indian many celebreties,2022-07-11T17:51:10Z,1,1
arhamkhan,ye mobile ka rate 49.9 lakh hai .I am right,2022-07-11T15:21:03Z,1,0
Marwadi Chhora,इस फोन के बारे में मुझे सिर्फ इतना कहना है कि यह फोन मुझे देदो 🤣🤣🤣🤪🤪🤪,2022-07-07T09:00:59Z,1,1
earning money platform,"<a href=""https://youtube.com/channel/UC8L9RfgkrhahtBcYkLb-6bw"">https://youtube.com/channel/UC8L9RfgkrhahtBcYkLb-6bw</a>",2022-07-07T01:20:41Z,0,0
NoUser,"iPhone ka Apple hi nahi hai...2nd Hand++,*Lol",2022-07-04T06:18:21Z,0,1
Es Gaming,Is it really from space clickbait,2022-07-03T15:54:55Z,0,0
Es Gaming,Sedla from space,2022-07-03T15:54:14Z,0,1
Beast Freaks,SIR KA HAATH HI ITNA BADA HAI KI IPHONE KA SIZE KAM HAI🤔🤔<br>HE IS HOLDING HIS PHONE LIKE ANYTHING 😂😂,2022-07-01T10:27:41Z,0,1
CODING PANDA,dum h to giveaway krde,2022-07-01T10:14:07Z,0,1
Sangita Mahajan,bhai itna paisa hai to thoda muzhe dede mera 11th ka admission ho jayega.,2022-06-30T03:31:04Z,1,0
Coder Subhash,To bulky phone,2022-06-27T07:36:51Z,0,1
saiganesh p.satyanarayana,Price of that iphone,2022-06-25T13:45:38Z,0,2
Ibrahim Nadeem,He has 22 million subscriber but very low views. Whats the issue?,2022-06-20T14:11:26Z,0,1
music lover,That&#39;s Amazing design iPhone  And Interesting Smartphone,2022-06-15T04:38:02Z,0,1
AN KIT,😵Ek phone aise he bhijwa do Gaurav bhaiya,2022-06-14T14:31:27Z,0,1
Rohit Dalvi,Gaurav sir aap bahot bahot ache video banate hai or abse experience bhe ham logo ko milta hai,2022-06-07T15:20:11Z,0,1
Ripride Vlogs,"Nivea cream cheese and I have no clue where are you going to the store for us and the other one I can be the one who has the time to be there at the same way I am a badminton court 🚧 company to be a good night 👶 sweet of u and u don&#39;t know what to tell her that she was and we&#39;ll you understand me so much for the day off tomorrow so we are going through my phone was on, I will have the money for the day before Thanksgiving and I was going on in your room for a bit and you have any questions please call her back in town for Thanksgiving break and you have to go back and get it from me for the rest and sleep tight don&#39;t have a great night at the same time as I am so happy I have no 💡 where to get the chance you could be there for a few minutes late and I&#39;m sorry for your loss I was like what the heck are they going on in my head is killing me with my 👪 to get to the hospital to visit with the 👪 to yours too babe but it&#39;s cool if u need anything let me go out and about the boat and tearing up with the 👪 to yours too and I&#39;m sorry I was like what you mean to you in your 🚗 to get a chance of the wind down on me and my dad said to her in her life and I don&#39;t know how much you 😍 it too but you can watch my video meaning of my favorite thing ever is easier if we were going to the hospital to visit and I&#39;m sorry for the first one I got you baby so bad that I&#39;m going to be a good night 👶 👧 you have an appointment to go back to the 🏪 Zach said he would like a week ago I had the money and the year I will have it on my way to get the 💰 to pay the bill for you and your 👪 is the only thing that has been in a bit and you know that you can get the 💰 to buy me a picture and you have any questions please call or text me 🔙 when u can do to you later then you have any of that is so true but you can get the chance you have to be with me to go back and I was going through the 🌃 at the same time as you are not a bad person but it feels good morning 👶 girl and her family is going to get to see you soon my 😍 I 😍 u so bad for him and his 👪 is in a relationship and I&#39;m sorry baby girl is the best for us both 👆 for me too but you don&#39;t want you to be there for the next one I want to be there at about noon tomorrow night for me to do that and the kids and I have been doing good thanks good night",2022-06-03T16:42:28Z,0,0
Deepraj Sen,CAN WE GET A GIVEAWAY OF THIS ????????????????,2022-05-31T07:36:04Z,0,1
Yuvraj Soni 6008,"Love <a href=""http://www.youtube.com/results?search_query=%23tg_family"">#TG_family</a>🥰",2022-05-28T14:30:16Z,0,1
500 subs challenge with 0 video,"One of the best thing about dude is that he never takens credit for himself when he archives some thing. He always respect us the audience and his team, and he is politie in all his video.we congratulations ourselves on for this achievement.more to come and everything to come we are always with you&quot;.....",2022-05-28T07:27:24Z,17,0
ALL ROUNDER,"<a href=""https://youtube.com/channel/UCSB85-N_AArNV7oFoQLDtdw"">https://youtube.com/channel/UCSB85-N_AArNV7oFoQLDtdw</a>",2022-05-25T16:17:22Z,0,0
Avijit Bose,Apne cherger dikhaya type c to lightning likin upne usb cable ko bola lightning to USB kiyu...??,2022-05-24T18:22:51Z,0,0
fun with Barsha and Shivam,Supper 💯 but How will the cover fit in it,2022-05-23T02:04:42Z,2,1
goofy goof,waste of money,2022-05-22T17:55:44Z,1,1
Shorts Video YouTube channel,"Ek <a href=""http://www.youtube.com/results?search_query=%23iphone"">#iphone</a> hamen bhi gift kar do",2022-05-22T12:20:04Z,0,0
TECH ( News ),Guru ji iphone 12 gold ka give away kab Hai...bolo @TG,2022-05-22T09:58:40Z,0,0
Youvansh Rajwar,🔥🔥🔥,2022-05-21T06:58:21Z,0,0
Saksham NARANG,Sir plzzz i am yr big fan make a video of samsung  m32 vs samsung j8,2022-05-20T13:40:04Z,1,1
ZX gamer,Giveaway,2022-05-20T11:01:10Z,0,1
Agastya's Vlogs,Bhai price batao na,2022-05-20T10:06:19Z,0,1
Aman singh official,aman_singh_rana01,2022-05-20T08:52:14Z,0,0
Binod Kumar Mahato,Full of fake o logy,2022-05-20T07:19:22Z,1,0
V.S.R. SHORTS,"<a href=""https://youtu.be/0qOA57rGd58"">https://youtu.be/0qOA57rGd58</a>",2022-05-20T06:02:17Z,0,0
DEEPANAKR FIT 24x7,"<a href=""https://youtu.be/qhWAiSwaEus"">https://youtu.be/qhWAiSwaEus</a><br>20इंच का Dolla<br>This video of mine is about biceps exercises and I guarantee that if you do this exercise well then your biceps size will be 20 inches.",2022-05-20T04:45:45Z,0,0
#professor Vlogs,Sir ji hamko de do a i am bigg fan for you,2022-05-19T13:17:49Z,0,1
I M RDX 01,🙂 मेरी भगवान से बस यही विनती है कि दुनिया में सभी लोग खुश रहे 😇❤️,2022-05-18T17:01:16Z,2,3
Kamala Behera,Follow me,2022-05-18T02:21:45Z,1,4
Faizan farhan,Tmkc Tmkc,2022-05-17T11:25:58Z,1,1
Sibashu Borah,kyun .. kyun vai.. nhi mtlb kya zarurt hein iss <b>luxurious</b> phone ka.. 😂,2022-05-17T11:18:19Z,1,1
Vivek Dixit,"<a href=""http://www.youtube.com/results?search_query=%23iphone"">#iphone</a> user @C hote hai <br><br>Sabsee bdaà capital. C in jaisee Youtubers hote haiii <a href=""http://www.youtube.com/results?search_query=%23chaplusiiiii"">#chaplusiiiii</a> karneee kiii bhii haddd hotiiii ....yaar iss bbande koo kabhii daktaa hii nahii haii<br><br>Away akk simple <a href=""http://www.youtube.com/results?search_query=%23phone"">#phone</a> hii hotaa haii <br><br>Uskiii itnee <a href=""http://www.youtube.com/results?search_query=%23tell"">#tell</a> malishh kartaa haii bandaaa kii saree ball niche ke nikal jatee hongee away <a href=""http://www.youtube.com/results?search_query=%23chatuuu"">#chatuuu</a> insanm",2022-05-15T08:57:13Z,1,1
Shakir Baba,Sir ji ek i phone mujhe bhi gift kar do pless...🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2022-05-13T18:50:20Z,1,1
ADNAN,Yo,2022-05-13T11:17:08Z,1,1
Raktim Mallick,"Proud on you gaurav ji. <br>Only one phone in the World, which is hold by a Indian 🇮🇳. <br>Jai hind",2022-05-13T09:11:45Z,0,1
ARMY LOVER,Bai merako simple wala hi gift kr do.....🙏,2022-05-11T08:32:19Z,1,0
Khan Sitapur Opticals,CONGRATULATION BROTHER...... I LOVE TO SEE THIS TYPES OF PHONE ITZ A DREAM FOR US... :(,2022-05-11T06:42:50Z,0,1
Tirumala Venkateshwara Rao,Nice.,2022-05-10T19:48:21Z,1,0
comedy King 2.0,"<a href=""https://www.youtube.com/watch?v=_xzA-_L0zK4&amp;t=2m30s"">2:30</a>",2022-05-10T16:02:44Z,1,0
ISI Vlogger,🙃🙃🙃🙃,2022-05-10T15:31:48Z,0,1
BIG DREAM,"Que:Success kisse kehete hai ?<br>Ans:Jab tak aapki video pr aapki hi ad,s naa aaye .<br>Kis kis ne moto phone ki ad dekhi 😂😂",2022-05-09T18:28:39Z,0,0
Shantanu Gaidhane,o purana wala muzhe de do guruji 2 saal se 7 use kr raha hu,2022-05-09T07:44:38Z,1,2
Harman Singh,🥰,2022-05-09T03:12:23Z,0,1
CUTE DHONI,Noobdo wala phone hai bhag 😏😏😏😏😏😏😏😏,2022-05-08T07:48:43Z,1,1
Mdhassan 819,5,2022-05-06T12:34:41Z,0,0
It's study time,4000 complete,2022-05-06T05:42:33Z,0,0
It's study time,3999,2022-05-06T05:42:22Z,0,0
It's study time,4000,2022-05-06T05:42:03Z,0,0
It's study time,expensive,2022-05-06T05:41:57Z,0,0
It's study time,i give 4 comment and complete 4000 comment,2022-05-06T05:41:40Z,0,0
It's study time,super,2022-05-06T05:41:17Z,0,0
FítñèsS Bêãst,Hello sir ye poco x2 ka camera  not compatible with your device bata raha pura black out ho chuka hai 1 saal me hi aisa ho gaya ispe bhi ekk vedio bana dijiye sir 🙏,2022-05-06T02:36:49Z,0,1
Sourabh Kashyap,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍,2022-04-30T09:49:56Z,2,1
Attitude gamer yt,1000000000000000000000000000000000000000000000 ka ha😃😃😃😃😃😃😃😃😃😃,2022-04-26T15:04:30Z,1,1
Faizan farhan,Tmkc,2022-04-25T11:21:35Z,0,1
Faizan farhan,Tmkv,2022-04-25T11:21:28Z,0,1
Piyush Pandey,Kaise pta chalega  ki vo meteoroids mars and moon ke hi h😅,2022-04-23T15:26:51Z,0,0
Abhishek More,"Technical Gurujl:<br>Hello how can I help you are you among my shortlisted winner&#39;s if you are send me the screenshot of my reply on your comment so I can be sure<br><br>to all my winners all over the world who have been a huge fan to my YouTube channel I appreciate you guys all, for a great support, though I don&#39;t make it as an announcement before choosing my student from all my subscribers it the first time, we are doing this for all students all over the world, that we are the leaders of tomorrow and to make the world a great history, and I promise to render financial help to my subscribers keep been a huge fan, you may be in the next list of students<br><br>name of students choosing<br><br>(1) meilanie laurito Mapalad<br>(2)Cheryl Lyn Cabilan<br>(3)Nelma Laitinen, <br>(4)ABHIAV SARIPALLI<br>(5)method kira<br>(6) Gautam concollencar<br>(7) Alvin Montanez<br>(8)Anrods<br>(9) Abhishek more<br>(10) Scotty Houston<br>(11)saniya bad<br>(12)Ashraf kadri<br>(13)Abigail Frazer <br>(14)Mike<br>(15)Jonh Miller <br>(16)Eric micker <br>(17)sam<br>(18)Steven moller<br>(19)Joe Edwards <br>(20)wealthwill<br><br><br>Approved by the world power USA<br><br>Check out my list and tell me your number okay<br><br>Abhishek More:<br>9) Abhishek More<br><br>Technical Gurujl:<br>Wow congratulation 🎉🎉❣️🎉<br><br>Alright you have just been selected among my shortlisted winner you just won my iPhone 11 pro max send me your email and full address<br><br>I’ll  need some personal certain information such as<br>Full name:<br>Valid email address: <br>Valid phone number: <br>Approved home address:<br><br>Abhishek More:<br>Name:Abhishek Dadasaheb More<br>Email: moreabhishek307@<a href=""http://gmail.com/"">gmail.com</a><br>Mobile no. : 8390058716<br>Address: state : Maharashtra, dist: aurangabad, tq:vaijapur, gaon :borsar, 423703.<br><br>Technical Gurujl:<br>Hope all your information are correct<br><br>Abhishek More:<br>Thank you sir<br><br>Yes sir<br><br>Technical Gurujl:<br>Alright hold a sec<br><br>Abhishek More:<br>I hope you meet me and take one selfie with you<br><br>Yes sir<br><br>My wish 🙏<br><br>Technical Gurujl:<br>You have to choose your favorite color okay<br><br>Abhishek More:<br>Blue  sir<br><br>Cod available hai sir<br><br>Technical Gurujl:<br>You have to pay to my delivery agent to get your tracking code so that your package will be delivered at your door step ok<br><br>Abhishek More:<br>How many rupee i have too pay<br><br>Technical Gurujl:<br>1000<br><br>Abhishek More:<br>Ok sir<br><br>Technical Gurujl:<br>Available method of payment in India <br>Paytm <br>Google pay<br>Upl <br>Bank transfer<br><br>Abhishek More:<br>When I get your mobile me<br><br>Technical Gurujl:<br>You have to pay to my delivery agent to get your tracking code so it can be send to you<br><br>Abhishek More:<br>Can i chance too meet you<br><br>Big fan of you<br><br>Take selfie with you<br><br>Technical Gurujl:<br>Are you ready to claim your prize<br><br>Abhishek More:<br>Yes sir<br><br>Technical Gurujl:<br>??<br><br>Abhishek More:<br>I will pay<br><br>Definitely<br><br>Technical Gurujl:<br>Available method of payment in India <br>Paytm <br>Google pay<br>Upl <br>Bank transfer<br><br>What method of payment do you have<br><br>Abhishek More:<br>Google pay<br><br>Technical Gurujl:<br>Hold let me collect details from my delivery agent<br><br>Abhishek More:<br>Ok sir<br><br>Technical Gurujl:<br>8209688379<br><br><br>Harshita kalifa<br><br>Send screenshot of payment for confirmation<br><br>Abhishek More:<br>Ok sir<br><br>Thank you for your gift<br><br>Technical Gurujl:<br>??<br><br>Abhishek More:<br>Yes sir 2 minute<br><br>Technical Gurujl:<br>Alright<br><br>Abhishek More:<br>Sir only thausand hi pay karna hoga na<br><br>Technical Gurujl:<br>You have to make the payment for your tracking code so that your tracking code will be send to you<br><br>Abhishek More:<br>Then direct mere address pe milega na muze<br><br>Technical Gurujl:<br>My delivery agent will need to get your tracking code<br><br>Are you making the payment for your tracking code<br><br>Abhishek More:<br>Yes sir but please mera ye dout clear kariye<br><br>Technical Gurujl:<br>If you not ready to claim your prize I have other subscribers to attend to ok<br><br>Abhishek More:<br>No sir i am paying<br><br>Technical Gurujl:<br>Send screenshot of payment for confirmation okay<br><br>Abhishek More:<br>Okay sir<br><br>Payment kr diya sir<br><br>Technical Gurujl:<br>Hold<br><br>Abhishek More:<br>Yes sir<br><br>Sir when I get tracking id<br><br>Technical Gurujl:<br>Send me your payment details<br><br>Abhishek More:<br>Transaction history screen shot<br><br>Technical Gurujl:<br>??<br><br>Abhishek More:<br>Yes sir<br><br>Technical Gurujl:<br>Send me the details for the payment<br><br>Hold<br><br>Abhishek More:<br>Yes sir<br><br>Good morning sir<br><br>I am very excited for your gift and I phone is my dream phone so thank you sir<br><br>Yes sir<br><br>Technical Gurujl:<br>Chat my delivery agent up<br><br>@Deliveryagent67<br><br>Abhishek More:<br>Ok sir<br><br>Technical Gurujl:<br>Here is your tracking code 58250<br><br>Abhishek More:<br>You have to pay for your shipping fee so I can start shipping your package<br><br>What is sir<br><br>They are talking about delivary charges<br><br>Technical Gurujl:<br>Yes that for your shipping charges<br><br>Abhishek More:<br>But I am already payed<br><br>Technical Gurujl:<br>The first payment was for your tracking code ok<br><br>Abhishek More:<br>Cod is available<br><br>Technical Gurujl:<br>You have to pay for shipping now so my delivery agent can start shipping your package now<br><br>Abhishek More:<br>Give me my 1000 back<br><br>Technical Gurujl:<br>That was for your tracking code number<br><br>Activated<br><br>Abhishek More:<br>I have no money I pay you cod<br><br>Technical Gurujl:<br>You have to pay now so my delivery agent can start shipping your package<br><br>Abhishek More:<br>My remaining I pay cod<br><br>Technical Gurujl:<br>As I said<br><br>Abhishek More:<br>Give me my 1000 back I don&#39;t like your deal<br><br>Technical Gurujl:<br>What do you mean<br><br>Abhishek More:<br>Because I am already payed 1000<br><br>For delivary<br><br>Technical Gurujl:<br>You have to complete your payment so that your package will be delivered to you<br><br>Abhishek More:<br>But you can&#39;t say bafore<br><br>You say pay 1000 and product get on door step<br><br>Technical Gurujl:<br>Yes my delivery agent need to get your tracking code before delivery<br><br>??<br><br>Abhishek More:<br>I give him delivary code him<br><br>Ok forgot I collect mobile from there<br><br>No need to deliver",2022-04-22T07:37:33Z,1,1
Sameer Deval,Sir g aap ko mobile ke screen sai jyada back ka Dhyan rakh na padega😂😂😂 east or west technical guruji and technical family is always best,2022-04-22T05:59:22Z,0,1
Your_Needs,.💯💯🔥🔥🔥.💯💯🔥🔥🔥.💯💯🔥🔥🔥,2022-04-21T17:25:47Z,0,1
Thumno Rd,I can already feel the overheat 🔥 of this iphone...,2022-04-19T19:13:44Z,0,1
Sumit Kendre,🔥 📛 👩‍🚒,2022-04-19T14:29:14Z,0,1
Sumit Kendre,Maja aa gaya tg6❤️❤️❤️ technical guruji,2022-04-19T14:14:10Z,0,1
muhammad bilal,technical phudu g 😂😂,2022-04-18T15:52:08Z,0,2
mahesh,Bhai 1-2 cr. Ka to hoga hi 😅,2022-04-16T07:38:30Z,0,1
Md Dilshad Alam,Who is here after Dhruv rathi vlog,2022-04-14T17:14:13Z,1,1
Punit Barman,"<a href=""https://www.youtube.com/watch?v=_xzA-_L0zK4&amp;t=2m12s"">2:12</a> And Boom!!!!",2022-04-13T14:08:26Z,0,2
Ishika Narzary,😱,2022-04-13T02:53:00Z,0,1
SG shorts,"Tg sir mere pass 3gb ram ka phone hai, muje bgmi khelte samay phone bada lag hota hai, please help me, give a phone tg sir",2022-04-12T17:37:38Z,1,0
Akshat Kumar,bekaar h,2022-04-12T05:20:23Z,0,1
Dileep Singh Jhala,💥💥💥💥💥,2022-04-07T14:35:24Z,0,0
Dev YADAV,Bc Pesa Ho to kya hi nhi kar sakte hai,2022-04-07T02:43:25Z,0,0
aMan_bhagat,Bhaiyaa.... Apke paas toh gold bala hai uske sath bala white color hi dedo plzz🙏,2022-04-04T11:54:21Z,0,1
prashant k,Kitne ka h ye bhaiji or gold kitne crt ka hai??,2022-04-03T17:32:55Z,0,0
funny videos,😀😀😮😮😮😮😮😮  o Bhai lo Etna cute ❤️❤️❤️ gourav bhai moj ker de,2022-03-30T21:14:58Z,0,0
No Background Music,"Guruji,<br>Ek baar Chota sa Drop Test bhi karke dikha dete to accha rehata..😁",2022-03-29T10:21:06Z,0,0
Vishal Maurya,Technical Baba ek channel to de do Garib ko,2022-03-27T04:04:28Z,0,0
Utkarsh Raj,Itni tarakki kar rhe ho yaad rakhna tumhe jo log dekh rhe hai unke hi bnaya hai isliye bhulna mat,2022-03-26T09:39:52Z,1,0
Navneet Sharma Prank,Spin and win iphone 13 pro max,2022-03-23T06:44:43Z,0,0
Avinash Agrawal,"PARADE OF THE PLANETS 18-24K Its cost is around ₹46,28,477. Meteorites from the Moon and Mars, Tsarev and Chelyabinsk meteorites are embedded in stylistic images of planets 6 stones.",2022-03-21T21:05:42Z,0,0
pradeep kumar samantara,What is the price???,2022-03-19T17:16:09Z,0,0
Sushil Upadhyay,"<a href=""http://www.youtube.com/results?search_query=%23tgfamily"">#TGfamily</a> very beautiful phone <a href=""http://www.youtube.com/results?search_query=%23iq009"">#IQ009</a>",2022-03-16T13:46:59Z,0,0
raheel malik,congratulations,2022-03-15T14:09:13Z,0,0
fiuos box,Madad ki zarwaut hai bhai,2022-03-09T21:32:11Z,0,0
fiuos box,Hai bahi help mi,2022-03-09T21:30:39Z,0,0
Swayam Gamerz,Guruji Smart phone is so unique 💎 and I love you and this phone you both are so premium 🔥🔥🔥 and the idea of meteoroid of moon 🌑 and mars is too unique  ❤❤❤❤❤,2022-03-02T05:46:49Z,3,0
Satyajeet Behera,Bhaisaab ye kis line mei aagyae aap...sach bataye toh bilkul aacha nahi lag rah. Koi hai jissey lagta ho pura design bahut jyada hai. do comment.,2022-03-01T08:21:39Z,0,0
RADEN SABARUDIN,Salam dari indonesia 🇮🇩🇮🇩,2022-02-27T06:33:33Z,0,0
Asjad Khan,Sir kita qimat he iski plz batao,2022-02-23T13:51:13Z,0,0
SaNju ThaKur,"<a href=""https://youtube.com/shorts/ncCqSbtt114?feature=share"">https://youtube.com/shorts/ncCqSbtt114?feature=share</a>",2022-02-18T11:50:37Z,0,0
Shiv KB,Your phone is 💯💯💯,2022-02-18T10:05:10Z,0,0
Sanskar Balbudhe,SIr 13 pro toh ni chahiye  par please ek 13 dedo yr dream phone hai,2022-02-18T05:27:24Z,0,0
Twin Roasters,"<a href=""https://www.youtube.com/channel/UC--VSbPwnIcBcAoWew6yzNw"">https://www.youtube.com/channel/UC--VSbPwnIcBcAoWew6yzNw</a>",2022-02-17T06:08:44Z,0,0
Chirag Nagpal,chunna lga dia caviar walo ne,2022-02-16T06:39:18Z,0,0
Nikhil pandey,Jab insan apne baap k business pe jeeta hai or khud kuch nhi kamata...aise he harkate krta h aapke jesi,2022-02-13T05:48:33Z,0,0
waseem siddique,Price to BTA dy,2022-02-09T11:09:32Z,0,0
Mukul Mali,Mobile leke vao kharehi ho,2022-02-09T08:57:02Z,0,0
SHORTS creator abhishek,"*Bhai phone  hamko dedo please*,z🙏🙏🙏🙏🙏🙏🙏🙏",2022-02-09T08:39:12Z,1,0
FaiZ NiSar,Nice Phone,2022-02-08T10:50:38Z,0,0
Sonal Malviya,bohat alg phone h  different h,2022-02-07T07:12:53Z,0,0
Sonal Malviya,box bhi kitna  mst h    waooo  bohat acha lg ra h phone bhi. dekh kr heraan ho jate h sir. ap jitne ache ho phone bhi  utna hi acha hoga,2022-02-07T07:11:09Z,0,0
Sonal Malviya,aap or apke  jitne bhi new updeate phone bohat mst or mahabharat ki speech ke saath waooo sir bohat mst,2022-02-07T07:09:27Z,0,0
Mallureddy Chirake,Wow wow...super sir 😍😍😍,2022-02-07T06:13:05Z,1,0
mehra yt,Please batto🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2022-02-07T04:55:40Z,1,0
mehra yt,Redmi note 9s India ma kab launch hoga,2022-02-07T04:55:02Z,1,0
Amravati Cha Arpit,Guru ji.. Ho aap... 😇,2022-02-06T16:04:24Z,0,0
Pawan yadav 😽,Guru ji aap to har video me Kamal kar dete hai 🔥🔥🔥🔥,2022-02-05T04:33:45Z,0,0
Mr. Hitesh rajpoot,Abh apna  purana phone mujhe dai doo plezz,2022-02-03T15:05:01Z,1,0
MOHAMMAD MILAN,"how much <a href=""https://www.youtube.com/watch?v=_xzA-_L0zK4&amp;t=8m20s"">8:20</a>",2022-02-02T11:01:14Z,0,0
MOHAMMAD MILAN,"<a href=""https://www.youtube.com/watch?v=_xzA-_L0zK4&amp;t=8m20s"">8:20</a>",2022-02-02T11:00:39Z,0,0
sohil malek,S for super,2022-02-02T08:51:37Z,0,0
Vedaant ツ,Das lakh ka phone hai,2022-02-01T08:22:18Z,0,0
Gaurav Kumbhar,Guruji iski Cost kitni hai?,2022-02-01T06:06:55Z,0,0
GOVIND BHANDARI,Bahut Sundar Gaurav Bhaiya.......<br><br><br>Aur ye sab Aapki Din Raat ki mehnat ka hi fal hai.....<br><br><br>Keep Going Gaurav Bhaiya.....,2022-01-31T17:14:11Z,0,0
SPION S30,Kya sahi hai be mast 😭,2022-01-31T09:27:04Z,0,0
RDS MONTI GAMING ,Love u guru ji ❤️👍❤️👍,2022-01-30T11:48:53Z,0,0
Ahmad S Love,Masha Allah,2022-01-29T15:59:17Z,0,0
Parikhit Biswas,@Technical Guruji- please yaar kabhi hum a bhi eek iPhone gift kardo,2022-01-29T03:49:55Z,0,0
Parikhit Biswas,@Technical Guruji....mere ko deedo eek iPhone&quot; iPhone mera dream hain brother,2022-01-29T03:49:04Z,0,0
Alsaiem Ahmed,Mai mehnat krne ko bhi ready hu but sahi rasta nhi mil ta I wanna upgrade my self like you,2022-01-26T12:06:29Z,0,0
Pushpam kumar,Who found it in beast reacts,2022-01-25T05:08:29Z,1,0
Malik reyan,Sir please 🙏🏻 give me a iPhone 13 pro,2022-01-24T15:18:55Z,0,0
Keshav Gupta,@gaurav good to see you brother,2022-01-21T19:07:23Z,0,0
LKO GAMER,I want iphone 13 pro max plzz give,2022-01-20T05:37:31Z,0,0
Status_Queen892,"<a href=""https://youtube.com/channel/UCwgAVd5roqY_XZFoNePGrvQ"">https://youtube.com/channel/UCwgAVd5roqY_XZFoNePGrvQ</a>",2022-01-19T15:30:15Z,0,0
Status_Queen892,"<a href=""https://youtube.com/channel/UCwgAVd5roqY_XZFoNePGrvQ"">https://youtube.com/channel/UCwgAVd5roqY_XZFoNePGrvQ</a>",2022-01-19T15:30:10Z,0,0
